Account,Cluster_ID
de8f07eddb8d4e1e06d5f2f863234a113d6989e5d232be27effa00ae5430e2e4,-1
2e3638ac0cefe6bf3861c8428d842ea526945edb3b04658bbfd5cde4eac2d450,-1
d419026a58026d0f1519e81f1c4a9806f8b6360a5324532e65a66f6d0c4bcb5e,-1
dade497f30232edf556a687506d2cd6b8bdbb0912a6367655fa5ed6a37dd821b,-1
d50078500cf777c161a9a70d27ea46b8c5d9c975c78edc982f6b615545c43c7e,-1
da3cb0a9eb271415197aaa4bf40615c10196bdfe9b8acd5284c96c3262cc56ab,-1
8fd9526ef731d1203fe6499864ff4924ed07d13d47969291c4cb2b499bc95363,-1
1554fb90d681b2417c85b612baa6cdf9c7c374fd6bf54ef57730aeeaaac942ae,-1
a7f9c04f8f550863daafb81e36bbeef8590418c66f8a92cd1b979c41bc13b5ef,-1
b6b2198a0cd5f94f3a5801113c7535fea0d80934a342996d5930577d490ac840,-1
691f83a464d04ca44e5becf71eee97e948c2a271490dd329dbc0a7fb2c2d393e,-1
d8fabfda8b2a5c3532cf2e17d0fc9db8269703bfff9071206ed43f688e915805,-1
d4ba95eaf3a48fd722c3218d60aff92cbf3a8785e995ace795acd968aca856f8,-1
1ced3e603280fe7d1c936cbccc6e4364ab9df213f6220f44627e6ccc15f3028e,-1
71190e719e1dd4ed10a68d855edc034dd19e6efb9b8db2a79309ec750a69ca2f,-1
bec2541b963e11be6903c84b3abf083c0acf94bb8dafd64b481b077ab840fd0e,-1
c535ce76e4d1927bedc567627f6b0b1ce8bb6f176bbb1ae0947dab3ec9f16425,-1
fceae3310fc39771136a6103349d5fee60854550ed04fb879cb6a71439905c97,-1
1fe2e56516d90bf187db8aa6e7b93130e17618f411ca4317712f04a8b1fdb116,-1
f05b59163e168ebb2dcf6f67d3ac5cfb2e674d78a6b48ac68dbf28d1db1fdaff,-1
c5d9be2153aa4dcd2b56abacf7705b3608f7028e878c18548ddf16113b35cb4d,-1
47aecbba5acf3fe381c4ef70f6b788ed7fe1ce579325329d7fb1d00109d02296,-1
90fa839b2015914a9c44a00b0a4f25095947e56e5506f1b182b95402e54317ce,-1
eabc84a1fa91804bf56ca757ab30223ffce91f4e3a8edad49d738227fc847ded,-1
860a5449a14bd305bfad618f95a71bee183e930035c726939f993a1dec290e3e,-1
e84d6c9f224f5f4a6d008a163cd63e41f20c2bc8a6bfb46a203712e0d5e362ce,-1
f8ac9a19e53eb5aaa47aec50b601662c87af3a51a6ca4b3b0878fa87afdfa0e2,-1
30cacbf7f36ba869de50a83a3692d9200102a562df65d08c06d619463eecbb32,-1
3e420bb634ba496a1ab1d1f4586b5b83ec676f392c15beace5be33b91c9602c4,-1
2ef2808fd40b2c5a8a27b2063e3f24afebc5aaa98ea032119665599bd2cddd78,-1
f78a1a7a0c0be3380a1bf4cbd452d3876298efb072a5dc7d0d9e894e4dba72df,-1
1a5e902d33f0d87a0adbfd6d8886b325c2ee7ecc6a2466d4d58bfeee40236ead,-1
e9b36f83d684d0265899eb778df4e0e20c1defa4de2307c3b15440c7802d06d8,-1
083e351c05f5fa4e1c74ddcacd2a44cfa36c6758466351b73541d6d311b150ec,0
61542f20501f20a43092cfc43de0e7ab9f59192d6d48ce2aaf99b3d5db38b50f,0
4654879bcf4c2603e3bbea258511a08481eec8546b153024b85d88ca02122f9b,0
4573f485d364b7768111bbcf8c268e25f94f6020109be715cb8b7a6c36f09577,0
301415a86cf32ad477c1de24c57a0bd10aa5046917aa5e05f1b665f48babc1da,0
24e59858710e5eb2c760377253db8028183abc9a4454f4eb46b3e09124a8bb0d,0
3ed4ca070694f6920cfb531bd279f9a22562f7b3c89891101499f45271a47883,0
f4fd3bf7c929fdf47cc87fe91288c34fdfe55799394182be20ea31c6012e63e2,0
ab726060fe8f5e09865ee8f8ab327216f0fa958342259fd0cff60f5c822d9a3a,0
f9cdf15479c9239bd71d9de0a91beb147e7bca10a706cc29167c7c76f43c27b5,0
add385e65063a5108d0f7b4588d5ffad10a2f729dc2a961f9ef088c594ddb3bf,-1
096530ac42d8bfa1500bd6e69af1c0eff8474fc0d69366d1e5eb8d1cf1cbb09b,-1
4fe53d43c81d513f4360d9d9192157317b1014f6898fa2f48190a3475307a7e2,-1
8c784528d4c4ff07b07afb8bfa37903ef2bd3bd8ee43fc9113b4f9ea902ed5b8,-1
28aa0be41d213cc27e0c3e2d0fcfea74fbe85b7b2c07c29f2089f12790efdae3,0
a9f3fb2c3798883c6e9c59beeb2872db43fb71eeff410800fb1c2f95f3380857,0
69b02a6f4e5270ed2653b9c0bea33bab2a3c48ccafd7b23eee9a5dffde298bc7,0
e513830b0e01286554b65f44292161d83fa1e98a2d8378f3035fa01968a5d9f1,0
84808423bb672dc797e3956927a6cdcb5ee3063d5af12cdecd8e79c7ef85ce43,0
4d6e6278935fd2d594060297fddcd0e5df0da649b3cd7ac71d5cc5b92d296b26,0
d75e1d356d76e7f24a6dd74297de9072e67b05389d86a1a28f19dcd9da6dbbc9,0
